chapter,clause,recital
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,the proportion of such personal data likely to be that of child;
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,possibility of harm to child arising out of processing of personal data; and
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,such other factors as may be prescribed.	20
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,"The Authority shall, by regulations, classify any data fiduciary, as guardian data fiduciary, who—"
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,operate commercial websites or online services directed at children; or
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,process large volumes of personal data of children.
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,"The guardian data fiduciary shall be barred from profiling, tracking or behaviouraly 25"
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,"monitoring of, or targeted advertising directed at, children and undertaking any other processing of personal data that can cause significant harm to the child."
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,"The provisions of sub-section (5) shall apply in such modified form to the data fiduciary offering counselling or child protection services to a child, as the Authority may by regulations specify.	30"
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,A guardian data fiduciary providing exclusive counselling or child protection services to a child shall not require to obtain the consent of parent or guardian of the child under sub-section (2).
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,"Explanation.—For the purposes of this section, the expression ""guardian data"
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,"fiduciary"" means any data fiduciary classified as a guardian data fiduciary under	35"
CHAPTER IV PERSONAL DATA AND SENSITIVE PERSONAL DATA OF CHILDREN,undefined,sub-section (4).
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,(1) The data principal shall have the right to obtain from the data fiduciary—
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,confirmation whether the data fiduciary is processing or has processed personal data of the data principal;	40
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"the personal data of the data principal being processed or that has been processed by the data fiduciary, or any summary thereof;"
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"a brief summary of processing activities undertaken by the data fiduciary with respect to the personal data of the data principal, including any information provided in the notice under section 7in relation to such processing."
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,The data fiduciary shall provide the information under sub-section (1) to the data
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,principal in a clear and concise manner that is easily comprehensible to a reasonable person.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"The data principal shall have the right to access in one place the identities of the data fiduciaries with whom his personal data has been shared by any data fiduciary together with the categories of personal data shared with them, in such manner as may be specified by regulations."
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"18. (1) The data principal shall where necessary, having regard to the purposes for which personal data is being processed, subject to such conditions and in such manner as may be specified by regulations, have the right to—"
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,the correction of inaccurate or misleading personal data;
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,the completion of incomplete personal data;
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,(c) the updating of personal data that is out-of-date; and
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,(d) the erasure of personal data which is no longer necessary for the purpose for which it was processed.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"Where the data fiduciary receives a request under sub-section (1), and the data fiduciary does not agree with such correction, completion, updation or erasure having regard"
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"to the purposes of processing, such data fiduciary shall provide the data principal with adequate justification in writing for rejecting the application."
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"Where the data principal is not satisfied with the justification provided by the data fiduciary under sub-section (2), the data principal may require that the data fiduciary take reasonable steps to indicate, alongside the relevant personal data, that the same is disputed"
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,by the data principal.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"Where the data fiduciary corrects, completes, updates or erases any personal data in accordance with sub-section (1), such data fiduciary shall also take necessary steps to notify all relevant entities or individuals to whom such personal data may have been disclosed regarding the relevant correction, completion, updation or erasure, particularly where such"
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,action may have an impact on the rights and interests of the data principal or on decisions made regarding them.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"(1) Where the processing has been carried out through automated means, the data principal shall have the right to—"
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"receive the following personal data in a structured, commonly used and"
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,machine-readable format—
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,the personal data provided to the data fiduciary;
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,the data which has been generated in the course of provision of services or use of goods by the data fiduciary; or
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"the data which forms part of any profile on the data principal, or which"
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,the data fiduciary has otherwise obtained; and
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,have the personal data referred to in clause (a) transferred to any other data fiduciary in the format referred to in that clause.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,The provisions of sub-section (1) shall not apply where—
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,processing is necessary for functions of the State or in compliance of law or
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,order of a court under section 12;
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,compliance with the request in sub-section (1) would reveal a trade secret of any data fiduciary or would not be technically feasible.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,Right to correction and erasure.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,Right to data portability.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,Right to be forgotten.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,General conditions for the exercise of rights in this
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,Chapter.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,(1) The data principal shall have the right to restrict or prevent the continuing disclosure of his personal data by a data fiduciary where such disclosure—
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,has served the purpose for which it was collected or is no longer necessary for the purpose;
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,was made with the consent of the data principal under section 11 and such	5
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,consent has since been withdrawn; or
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,was made contrary to the provisions of this Act or any other law for the time being in force.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"The rights under sub-section (1) may be enforced only on an order of the Adjudicating Officer made on an application filed by the data principal, in such form and 10 manner as may be prescribed, on any of the grounds specified under clauses  (a),  (b)  or clause (c) of that sub-section:"
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,Provided that no order shall be made under this sub-section unless it is shown by the data principal that his right or interest in preventing or restricting the continued disclosure
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,of his personal data overrides the right to freedom of speech and expression and the right to 15
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,information of any other citizen.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"The Adjudicating Officer shall, while making an order under sub-section (2), having regard to—"
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,the sensitivity of the personal data;
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,the scale of disclosure and the degree of accessibility sought to be restricted	20
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,or prevented;
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,the role of the data principal in public life;
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,the relevance of the personal data to the public; and
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"the nature of the disclosure and of the activities of the data fiduciary, particularly whether the data fiduciary systematically facilitates access to personal 25 data and whether the activities shall be significantly impeded if disclosures of the relevant nature were to be restricted or prevented."
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"Where any person finds that personal data, the disclosure of which has been restricted or prevented by an order of the Adjudicating Officer under sub-section (2), does"
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"not satisfy the conditions referred to in that sub-section, he may apply for the review of that 30 order to the Adjudicating Officer in such manner as may be prescribed, and the Adjudicating Officer shall review his order."
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,Any person aggrieved by an order made under this section by the Adjudicating Officer may prefer an appeal to the Appellate Tribunal.
CHAPTER V RIGHTS OF DATA PRINCIPAL,undefined,"(1) The data principal, for exercising any right under this Chapter, except the right 35 under section 20, shall make a request in writing to the data fiduciary either directly or through a consent manager with the necessary information as regard to his identity, and the"
