chapter,section,article,recital
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","§1 The sanctions shall be applied following an administrative procedure that will provide opportunity for a full defense, in a gradual, single or cumulative manner, in accordance with the peculiarities of the particular case and taking into consideration the following parameters and criteria:"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:",I – the severity and the nature of the infractions and of the personal rights affected; II – the good faith of the offender;
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:",III - the advantage received or intended by the offender; IV – the economic condition of the offender;
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:",– recidivism;
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:",– the level of damage;
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:",– the cooperation of the offender;
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","– repeated and demonstrated adoption of internal mechanisms and procedures capable of minimizing the damage, for secure and proper data processing, in accordance with the provisions of item II of §2 of Art. 48 of this Law."
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:",– adoption of good practices and governance policy;
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:",– the prompt adoption of corrective measures; and
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:",– the proportionality between the severity of the breach and the intensity of the sanction.
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","§2 The provisions of this article do not substitute the application of administrative, civil or criminal sanctions defined in specific legislation."
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","§2 The provisions in this article are not a replacement to the application of administrative, civil and criminal sanctions in the Law No. 8,079, September 11th, 1990, or in specific legislation. (New Wording Given by Law No. 13,853/2019)"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","§3 The provisions of Items I, IV, V, VI, X, XI and XII of the lead sentence of this article may be applied to public entities and bodies, without prejudice to the provisions of Laws Nos. 8,112, of December 11, 1990, 8,429, of June 2, 1992, and 12,527, of November"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","18, 2011."
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","§4 When calculating the amount of the fine referred to in item II of the lead sentence of this article, the national authority may consider total revenues of the company or group of companies, when it does not have the amount of revenues from the business activity in which the infraction occurred, defined by the national authority, or when the amount is presented in an incomplete form or is not demonstrated unequivocally and reputably."
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","§5 The sum of the collection of fines applied by the ANDP, whether or not registered as active debt, shall be allocated to the Diffuse Rights Defense Funds, as referred to in the art. 13 of Law No. 7,347 of July 24, 1985, and Law No. 9,008 of March 21, 1995."
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","§6 Sanctions provided for in Items X, XI and XII of the lead sentence of this article shall be applied:"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","- only after at least one (1) of the sanctions mentioned in items II, III, IV, V and VI of the lead sentence of this article have been imposed, for the same facts; and"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","- in the case of controllers subject to other agencies and entities with sanctioning powers, after those entities and agencies are heard. (Included by Law No. 13,853/2019)"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","§7 The individual data leaks or unauthorized access mentioned in the lead sentence of the art. 46 of this Law may be subject of direct conciliation between controller and data subject, and, in the absence of an agreement, the controller shall be subject to the penalties"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","referred to in this article.” (Included by Law No. 13,853/2019)"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,Art. 53. The national authority shall define the methodologies that will be used for the,"calculation of the base value for fines, by means of its own regulations concerning administrative sanctions for violations of this Law, which must be the object of a public consultation."
CHAPTER VIII MONITORING,Section I Administrative Sanctions,Art. 53. The national authority shall define the methodologies that will be used for the,"§1 The methodologies referred to in the lead sentence of this article shall be previously published, for the information of the processing agents, and shall objectively present the forms and methods for calculating the base value of the fines, which shall contain detailed grounds for all its elements, demonstrating obedience to the criteria provided in this Law."
CHAPTER VIII MONITORING,Section I Administrative Sanctions,Art. 53. The national authority shall define the methodologies that will be used for the,§2 The regulation of sanctions and corresponding methodologies shall establish the circumstances and conditions for adopting simple or daily fines.
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 54. The amount of daily fines applied to infractions of this Law shall observe the severity of the infraction and the extent of the damage or losses caused, and with grounded reasoning by the national authority.","Sole paragraph. The notice of imposition of a daily fine shall contain, at the very least, the description of the obligation being imposed, the reasonable timeframe stipulated by the body for compliance and the amount of the daily fine to be applied for non-compliance."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-A The National Data Protection Authority (“ANPD”) is hereby created, without any increase in expenses, an entity part of the federal public administration, pertaining to the Presidency of the Republic.","§1 The legal nature of the ANPD is transitional and may be transformed by the Executive Branch into an indirect federal public administration entity, subject to a special autarchic regime and pertaining to the Presidency of the Republic."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-A The National Data Protection Authority (“ANPD”) is hereby created, without any increase in expenses, an entity part of the federal public administration, pertaining to the Presidency of the Republic.",§2 The assessment of the transformation referred in the §1 of this article shall occur
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-A The National Data Protection Authority (“ANPD”) is hereby created, without any increase in expenses, an entity part of the federal public administration, pertaining to the Presidency of the Republic.",within two (2) years from the date of entry into force of the ANPD’s regulatory framework.
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-A The National Data Protection Authority (“ANPD”) is hereby created, without any increase in expenses, an entity part of the federal public administration, pertaining to the Presidency of the Republic.","§3 The provisions of necessary positions and functions to the creation and performance of the ANPD are conditioned to express physical and financial authorization in the annual Budget Law and to the permission in the Budget Directives Law. (Included by Law No. 13,853/2019)"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-C ANPD is comprised of:,"I - Board of Directors, highest governing body;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-C ANPD is comprised of:,II- National Council for Personal Data and Privacy Protection; III - Internal Affairs Office;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-C ANPD is comprised of:,- Ombudsman Office;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-C ANPD is comprised of:,- Its own legal advisory body; and
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-C ANPD is comprised of:,"- Administrative units and specialized units required for the application of the provisions of this Law. (Included by Law No. 13,853/2019)"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-D ANPD Board of Directors shall be comprised of five (5) chief officers, including the Chief Executive Officer","§1 The members of ANPD Board of Directors shall be chosen and appointed by the President of the Republic, after approval by the Federal Senate in the terms of line f of Item III of the art. 52 of the Federal Constitution, and they will hold a commission position of the Direction-Group and Superior Advisory - Level 5 DAS."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-D ANPD Board of Directors shall be comprised of five (5) chief officers, including the Chief Executive Officer","§2 The members of the Board of Directors shall be chosen among Brazilians, with an immaculate reputation, a high level of education and considered renowned in the field of the positions for which they will be appointed."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-D ANPD Board of Directors shall be comprised of five (5) chief officers, including the Chief Executive Officer",§3 Members of the Board of Directors shall serve four-year (4) terms.
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-D ANPD Board of Directors shall be comprised of five (5) chief officers, including the Chief Executive Officer","§4 The term of the first members of the Board of Directors will be of two, three, four, five and six years, as provided for in the appointment."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-D ANPD Board of Directors shall be comprised of five (5) chief officers, including the Chief Executive Officer","§5 In the event of vacancy of the position during the term of a Board of Directors’ member, the remaining term shall be completed by the successor. (Included by Law No. 13,853/2019)"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-E The members of the Board of Directors will only lose their position upon resignation, final and unappealable judicial conviction or dismissal penalty due to disciplinary administrative proceeding.","§1 Pursuant to the lead sentence of this article, the President’s Chief of Staff shall be responsible for initiating the disciplinary administrative proceeding, which shall be conducted by a special commission composed of stable federal public servants."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-E The members of the Board of Directors will only lose their position upon resignation, final and unappealable judicial conviction or dismissal penalty due to disciplinary administrative proceeding.","§2 The President of the Republic shall be responsible for determining the preventive work leave, solely when recommended by the special commission referred in the §1 of this article, and then hand down the decision. (Included by Law No. 13,853/2019)"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-F The provision set forth in art. 6 of Law No. 12,813, of May 16, 2013 shall apply to the members of the Board of Directors, once their term comes to an end.",Sole Paragraph. Breach to the provisions set forth in the lead sentence of this article shall characterize an act of administrative improbity.
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-G The ANPD regimental structure shall be determined by an act from the President of the Republic.,"§1 Until ANPD regimental structure comes into force, ANPD will be provided with"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-G The ANPD regimental structure shall be determined by an act from the President of the Republic.,technical and administrative assistance from the Office of the President’s Chief of Staff in order to fulfill its activities.
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-G The ANPD regimental structure shall be determined by an act from the President of the Republic.,"§2 The Board of Directors shall decide on the internal regulations of the ANPD. (Included by Law No. 13,853/2019)"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to ensure the protection of personal data, as provided in legislation;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to ensure the observance of commercial and industrial secrets, as long as the protection of personal data and the confidentiality of information when it is protected by law or when the breach of confidentiality violates the grounds of art. 2 of this Law;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,– to elaborate guidelines for the Personal Data Protection and Privacy National
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,Policy;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,– to monitor and apply sanctions for data processing that is not compliant with
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"legislation, through an administrative process that ensures right to adversary proceeding, full defense and the right to appeal;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,– to receive pleadings from the data subject against the controller after the data subject has demonstrated that he/she presented a complaint against the controller that was not solved in the timeframe established in regulation;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,– to promote the knowledge of the norms and public policies on the protection of personal data and of the security measures to the general population;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,– to promote and elaborate studies on national and international practices for the protection of personal data and privacy;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to stimulate the adoption of standards for services and products that facilitate the control of data subjects regarding their personal data, which should take into account the specificities of the activities and the size of those responsible;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to promote cooperation initiatives with data protection authorities of other countries, of international or transnational nature;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to decide on the forms of publicity regarding personal data processing operations, observing commercial and industrial secrecy;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to request, at any time, that entities of the public authority carry out operations of processing of personal data to give specific report about the scope and nature of the data and other details of the processing, and may issue complementary technical opinion to ensure compliance with this Law;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,– to draft annual management reports of its activities;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to amend regulations and procedures on the protection of personal data and privacy, as well as on data protection impact assessment reports in cases in which the processing represents a high risk to the guarantee of the general principles of personal data protection foreseen in this Law;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,– to listen to processing agents and to the society in matters of relevant interest and to report on their activities and planning;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,XV– to collect and apply its revenues and publish the breakdown of its revenues and expenses in the management report referred to in item XII of the lead sentence of this article;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to carry out audits, or to determine their occurrence regarding the processing of personal data carried out by processing agents, including public authorities;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to hold, at any time, agreements with processing agents in order to eliminate irregularities or legal uncertainties in administrative proceedings, in accordance with other provisions in Brazilian Law;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to enact rules, guidelines and simplified and special procedures, including deadlines, so that microenterprises and small businesses are able to adapt to this Law, as well as incremental or disruptive business initiatives that declare themselves startups or innovation companies;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to ensure that data processing of elderly people is carried out in a simple, clear, accessible and adequate form to their understanding, in accordance with this Law the Statute of the Elderly;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to discuss, at the administrative level, on the interpretation of this Law, its authorities and matters on which the Law is silent;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,– to report criminal offenses that it becomes aware of to competent authorities;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,– to report to the internal control bodies any violation to the provisions set forth in this Law performed by bodies and entities of the federal public administration;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,– to coordinate with public regulatory authorities to exert their authority in specific sectors of economic and governmental activities bound to regulation; and
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"– to implement simplified mechanisms, including by electronic means, in order to collect and record complaints on the processing of personal data non-compliant with this Law."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"§1 When imposing administrative constraints on the processing of personal data by a private agent, whether they are constituted of limits, charges or subjections, the ANPD must observe the requirement of minimum intervention, ensuring the grounds, principles and rights of data subjects set forth in art. 170 of the Federal Constitution and in this Law."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"§2 Regulation and rules enacted by ANPD shall be preceded by public consultation and hearings, as well as regulatory impact assessments."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"§3 The ANPD and other public bodies and entities responsible for regulating specific sectors of economic and governmental activity shall coordinate their activities, in their respective spheres of action, in order to ensure the fulfillment of their duties efficiently and to promote the adequate functioning of regulated sectors, according to specific and sectoral legislation, and the processing of personal data, in conformity with this Law."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"§4 The ANPD shall maintain a permanent communication forum, including by technical cooperation, with bodies and entities of the public administration responsible for the regulation of specific sectors of economic and governmental activity, in order to facilitate"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"ANPD’s regulatory, monitoring and punitive duties."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"§5 In the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-J The National Authority has the following duties:,"§6 Complaints collected in accordance with the provisions set forth in item V of the lead sentence of this article may be analyzed in an aggregate manner and any measures arising therefrom may be adopted in a standardized manner. (Included by Law No. 13,853/2019)"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),"Art. 55-K Applying the sanctions as provided for herein shall be the sole responsibility of the ANPD, and in matters concerning the protection of personal data, its powers and jurisdiction shall prevail over the jurisdiction of other entities or bodies of the public administration.","Sole Paragraph. ANPD shall articulate its operation and practices with other bodies and entities with sanctioning and normative powers related to matters of personal data protection, and it shall be the central body for the interpretation of this Law and for setting the standards and guidelines for the implementation thereof. (Included by Law No. 13,853/2019)"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-L Revenues from ANPD are:,"- budget allocations, provided in the general budget of the Union, special credits, additional credits, transfers and payments that are conferred to it;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-L Revenues from ANPD are:,"- donations, bequests, subsidies and other resources destined to it;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-L Revenues from ANPD are:,- amounts determined in the sale or lease of movable and immovable assets of its property;
